date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:12:36	1938/1938	---M--	200	added ('OK')	text/css	etag:%22792-5b0826accc110%22	http://www.geojeyouth.com/lib/fullcalendar/packages/list/main.css	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/list/main.css	(from http://www.geojeyouth.com/web/biz_3)
00:12:37	38672/38672	---M--	200	added ('OK')	application/javascript	etag:%229710-5a83282e85280%22	http://www.geojeyouth.com/lib/fullcalendar/packages/core/locales-all.js	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/core/locales-all.js	(from http://www.geojeyouth.com/web/biz_3)
00:12:38	373420/373420	---M--	200	added ('OK')	application/javascript	etag:%225b2ac-5a83282ec84b8%22	http://www.geojeyouth.com/lib/fullcalendar/packages/core/main.js	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/core/main.js	(from http://www.geojeyouth.com/web/biz_3)
00:12:38	16587/16587	---M--	200	added ('OK')	application/javascript	etag:%2240cb-5a83283086570%22	http://www.geojeyouth.com/lib/fullcalendar/packages/list/main.js	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/list/main.js	(from http://www.geojeyouth.com/web/biz_3)
00:12:38	82087/82087	---M--	200	added ('OK')	application/javascript	etag:%22140a7-5a83282f402b0%22	http://www.geojeyouth.com/lib/fullcalendar/packages/daygrid/main.js	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/daygrid/main.js	(from http://www.geojeyouth.com/web/biz_3)
00:12:38	103154/103154	---M--	200	added ('OK')	application/javascript	etag:%22192f2-5a83283018f70%22	http://www.geojeyouth.com/lib/fullcalendar/packages/interaction/main.js	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/interaction/main.js	(from http://www.geojeyouth.com/web/biz_3)
00:12:38	71134/71134	---M--	200	added ('OK')	application/javascript	etag:%22115de-5a8328334a590%22	http://www.geojeyouth.com/lib/fullcalendar/packages/timegrid/main.js	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/lib/fullcalendar/packages/timegrid/main.js	(from http://www.geojeyouth.com/web/biz_3)
00:12:38	241/241	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:43%20GMT	http://www.geojeyouth.com/web/room_2_in	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/room_2_in.html	(from http://www.geojeyouth.com/web/room_2)
00:12:39	15095/15095	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:43%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=29&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view60e0.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:39	15093/15093	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:43%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=28&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewfcf0.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:39	15068/15068	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:43%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=27&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view4ffd.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:39	17159/17159	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:44%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=26&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view08e0.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:40	15067/15067	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:44%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=25&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view85d4.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:40	15090/15090	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:44%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=23&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewda9f.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:40	15111/15111	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:44%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=22&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view04e5.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:40	15068/15068	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:44%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=21&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewfd95.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:40	15050/15050	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:45%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=20&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewecd8.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:41	15071/15071	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:45%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=18&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view72b1.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:41	15102/15102	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:45%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=17&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view4ff6.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:41	16112/16112	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:45%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=15&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view6398.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:41	18646/18646	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:45%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=14&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewa8dc.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:42	32005/32005	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:46%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=13&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view117d.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:42	27784/27784	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:46%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=gongji&idx=12&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewfd9d.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:42	25880/25880	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:46%20GMT	http://www.geojeyouth.com/web/bbs_list.geoje?bbs=gongji&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_listcc98.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:42	22802/22802	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:46%20GMT	http://www.geojeyouth.com/web/bbs_list.geoje?bbs=gongji&page=2&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_list4b42.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=gongji)
00:12:43	15339/15339	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:47%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=free&idx=1&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view7692.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=free)
00:12:43	14506/14506	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:47%20GMT	http://www.geojeyouth.com/web/bbs_list.geoje?bbs=free&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_listb9fc.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=free)
00:12:43	18380/18380	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:47%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=19&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewbc04.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:43	18373/18373	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:47%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=18&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewec14.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:43	17891/17891	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:47%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=17&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_view7e46.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:44	19759/19759	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:48%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=15&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewaa01.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:44	162198/162198	---M--	200	added ('OK')	image/jpeg	etag:%2227996-5b1afc7dbef10%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_15_20200831155353_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_15_20200831155353_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:44	18138/18138	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:48%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=14&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_vieweec1.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:44	164824/164824	---M--	200	added ('OK')	image/jpeg	etag:%22283d8-5b1afc82b7670%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_14_20200831155218_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_14_20200831155218_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:45	18766/18766	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:49%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=13&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_view42cc.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:46	18367/18367	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:49%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=12&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewc148.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:46	18151/18151	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:50%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=11&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewa420.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:47	18163/18163	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:50%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=10&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewded5.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:47	168689/168689	---M--	200	added ('OK')	image/jpeg	etag:%22292f1-5b1afc9b742a8%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_12_20200831154753_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_12_20200831154753_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:47	18570/18570	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:51%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=9&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_view697e.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:47	289332/289332	---M--	200	added ('OK')	image/jpeg	etag:%2246a34-5b1afc8f6e878%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_13_20200831154914_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_13_20200831154914_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:49	185821/185821	---M--	200	added ('OK')	image/jpeg	etag:%222d5dd-5b1afcd6f2e10%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_11_20200831154622_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_11_20200831154622_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:49	18244/18244	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:52%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=8&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_viewef2b.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:49	174056/174056	---M--	200	added ('OK')	image/jpeg	etag:%222a7e8-5b1afcdf048d8%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_10_20200831154523_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_10_20200831154523_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:49	158571/158571	---M--	200	added ('OK')	image/jpeg	etag:%2226b6b-5b1afcea01c90%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_9_20200831154350_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_9_20200831154350_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:49	21416/21416	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:53%20GMT	http://www.geojeyouth.com/web/photo_view?bbs=gall&idx=16&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_view820c.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:50	19091/19091	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:54%20GMT	http://www.geojeyouth.com/web/photo_list?bbs=gall&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_lista8b6.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:50	15790/15790	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:54%20GMT	http://www.geojeyouth.com/web/photo_list?bbs=gall&page=2&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/photo_listb20e.html	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:51	211107/211107	---M--	200	added ('OK')	image/jpeg	etag:%22338a3-5b1afcf242d28%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_8_20200831154220_0.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_8_20200831154220_0.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:51	44375/44375	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:55%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=news&idx=28&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view4272.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=news)
00:12:51	17860/17860	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:55%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=news&idx=27&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view180f.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=news)
00:12:51	17896/17896	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:55%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=news&idx=26&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_viewea62.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=news)
00:12:51	248613/248613	---M--	200	added ('OK')	image/jpeg	etag:%223cb25-5b1afc5523308%22	http://www.geojeyouth.com/upload/bbs/gall/tmb_data_file_16_20200831170832_7.jpg	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/upload/bbs/gall/tmb_data_file_16_20200831170832_7.jpg	(from http://www.geojeyouth.com/web/photo_list?bbs=gall)
00:12:51	16627/16627	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Nov%202020%2015:12:55%20GMT	http://www.geojeyouth.com/web/bbs_view.geoje?bbs=news&idx=25&page=1&s_que=&field=&mode=&vtype=&so_name=&so_arr=	C:/Users/qjawl/Desktop/%ed%94%84%eb%a1%a0%ed%8a%b8%ec%97%94%eb%93%9c%20%ec%9e%90%eb%a3%8c/Cboard2/www.geojeyouth.com/web/bbs_view699c.html	(from http://www.geojeyouth.com/web/bbs_list?bbs=news)
